artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre_code
Mark With a K,See Me Now (For What It's Worth) - Radio Edit,0.22,217314,0,0.589,0.818,0,-6.956,0,0.0483,0.00324,4.86e-06,0.0635,0.0936,0.6082129415051855,4,hardstyle,49
Frontliner,Spacer (The Prophet Remuxx) - Radio Edit,0.21,210818,0,0.486,0.837,11,-4.661,0,0.0585,0.0475,9.09e-05,0.0845,0.153,0.6576187893430632,4,hardstyle,49
Audiotricz;Aloma Steele;System of Loudness,Don't Say Goodbye - System of Loudness Remix,0.2,236000,0,0.429,0.843,8,-5.681,1,0.0482,0.0125,0.0151,0.127,0.0701,0.6157446214026263,4,hardstyle,49
Toneshifterz,We Are The Future - Original Edit,0.21,187397,0,0.626,0.928,9,-6.725,0,0.0593,0.0108,0.405,0.555,0.542,0.6164677941587364,4,hardstyle,49
Stefan en Sean;Bram Krikke;STUK,Frikandel Speciaal - STUK Ketchup Remix,0.22,145600,0,0.662,0.941,2,-5.692,1,0.0359,0.00632,0.00101,0.308,0.696,0.575214075571553,4,hardstyle,49
Noisecontrollers,Promises,0.22,145700,0,0.546,0.933,11,-5.89,0,0.0514,0.0258,0.25,0.129,0.178,0.6162828920335945,4,hardstyle,49
Crypsis,In The Jungle,0.21,230709,1,0.487,0.926,2,-2.67,0,0.0611,0.492,2.19e-05,0.0362,0.212,0.6368522262215867,4,hardstyle,49
Jebroer;Paul Elstak;The BeatKrusher,Me Gabber - DJ Paul Elstak & BeatKrusher Remix,0.22,205351,0,0.553,0.928,7,-3.544,0,0.13,0.0251,0.0,0.171,0.305,0.6576105714708348,4,hardstyle,49
Technoboy,Ti Sento,0.21,442038,0,0.368,0.837,8,-4.26,0,0.0638,0.00161,0.566,0.0543,0.112,0.6161185345890242,4,hardstyle,49
Headhunterz;Sian Evans,Orange Heart,0.49,230321,0,0.376,0.8,9,-4.241,0,0.083,0.0388,0.0,0.251,0.188,0.31100126555232316,4,hardstyle,49
Coone,Beat Of The Drum,0.5,224500,0,0.511,0.862,11,-4.794,0,0.0469,0.00205,2.72e-05,0.0814,0.238,0.628428907187351,4,hardstyle,49
Jebroer;Yellow Claw;The Game,Party Animals ft. The Game,0.43,214450,1,0.564,0.93,1,-3.475,0,0.113,0.0138,2.53e-06,0.692,0.153,0.6163773975642226,4,hardstyle,49
Stormerz,Summer Is Magic,0.54,174504,0,0.465,0.964,8,-5.821,0,0.0557,0.0106,0.0134,0.471,0.305,0.6161842775668523,4,hardstyle,49
Dimatik;Restricted;Savage,The Chant (feat. Savage),0.49,185600,0,0.655,0.977,0,-2.738,1,0.269,0.0125,0.295,0.218,0.441,0.30817431750571145,4,hardstyle,49
Ecstatic;MERYLL,On The Run,0.21,195200,0,0.414,0.918,0,-4.364,0,0.0639,0.201,0.000141,0.0766,0.286,0.6161924954390808,4,hardstyle,49
Bright Visions,Light Speed,0.21,138779,0,0.469,0.972,9,-2.805,0,0.134,0.00465,9.24e-05,0.388,0.351,0.6366180168630737,4,hardstyle,49
Revelators,Dark Places,0.21,159584,0,0.489,0.941,9,-5.524,0,0.128,0.0516,1.65e-05,0.784,0.483,0.6367659385631872,4,hardstyle,49
UVIQUE;Seconds From Space,Stronger,0.2,224642,0,0.413,0.916,8,-6.348,1,0.0883,0.00807,0.159,0.0936,0.353,0.308482487714281,4,hardstyle,49
Thyron,Brink Of Madness,0.21,264000,0,0.51,0.86,3,-4.033,0,0.0915,0.013,0.0,0.0786,0.171,0.6374028236608977,4,hardstyle,49
Hypnose,Don't Wanna (Yesterday),0.2,216000,0,0.32,0.902,8,-4.653,0,0.0812,0.0365,0.000403,0.199,0.406,0.6368892066466151,4,hardstyle,49
Rude Convict;Spectre,Last MF,0.22,182029,0,0.527,0.949,11,-2.875,0,0.119,0.017,0.000507,0.656,0.522,0.6573352727511792,4,hardstyle,49
Acti;Zot,Wow Wow - Original Mix,0.2,367105,0,0.616,0.965,2,-3.977,1,0.236,0.0268,0.729,0.722,0.221,0.6163938333086797,4,hardstyle,49
Luxtreme,Dreamers Of This World,0.2,236000,0,0.536,0.975,0,-4.354,0,0.154,0.0696,0.000812,0.145,0.341,0.6372014857912989,4,hardstyle,49
E-Force;Warface;Rebelion,One,0.21,135640,0,0.457,0.883,7,-6.478,1,0.342,0.102,0.0,0.395,0.201,0.6371891589829561,4,hardstyle,49
Ecstatic,Pharaoh,0.21,217600,0,0.547,0.966,5,-4.139,0,0.128,0.17,0.0119,0.0886,0.2,0.6159089788471969,4,hardstyle,49
Max Enforcer,Gold,0.21,326507,0,0.555,0.718,0,-6.317,0,0.0473,0.00235,0.945,0.04,0.152,0.6163486350114229,4,hardstyle,49
Unresolved,Sacrifice,0.22,287452,0,0.649,0.965,0,-3.498,1,0.207,0.00891,0.578,0.0856,0.0353,0.6454029222753644,3,hardstyle,49
PRDX,Tonight,0.2,191200,0,0.367,0.852,8,-3.328,1,0.0336,0.00352,0.0398,0.367,0.324,0.6163815065003369,4,hardstyle,49
Øien,Final Evolution 2022,0.21,193492,1,0.487,0.931,1,-3.075,0,0.0819,0.00111,1.67e-05,0.565,0.58,0.6986711700606478,4,hardstyle,49
Imperatorz;Disarray,Alpha Legion,0.21,193874,0,0.514,0.964,4,-2.794,0,0.412,0.0033,0.0,0.103,0.234,0.6574790855151784,4,hardstyle,49
Frontliner,Tuuduuu - Original Mix,0.21,348489,0,0.726,0.896,10,-8.187,0,0.0851,0.0148,0.942,0.0514,0.272,0.6163609618197655,4,hardstyle,49
Ransom,Hit The Sky,0.21,176709,0,0.662,0.914,5,-2.088,0,0.0949,0.169,0.000101,0.41,0.612,0.6367453938826159,4,hardstyle,49
Thyron;Unresolved,Foul Play,0.21,185806,0,0.6,0.964,9,-1.566,0,0.159,0.342,0.0,0.714,0.408,0.6369549496244432,4,hardstyle,49
Noise Cartel;Buren Van De Brandweer,Slecht Gaan,0.21,173203,1,0.611,0.989,7,-3.493,0,0.0447,0.00927,2.19e-05,0.347,0.596,0.6572777476455796,4,hardstyle,49
Dr Rude;Crude Intentions,Free Falling,0.2,201891,0,0.61,0.871,10,-1.993,0,0.0824,0.00366,0.00527,0.123,0.256,0.6366097989908452,4,hardstyle,49
ANDY SVGE,Evolving - Edit,0.2,265800,0,0.407,0.944,6,-2.889,0,0.0987,0.014,0.415,0.0569,0.337,0.6166485873477638,4,hardstyle,49
The Kgb's,Channel Kgbs - TNT Remix,0.2,341832,0,0.678,0.946,8,-4.063,1,0.108,0.000515,0.128,0.0624,0.472,0.6161062077806815,4,hardstyle,49
Mark With a K;Sub Sonik,MoneyShaker (Sub Sonik Remix),0.21,200800,0,0.273,0.987,6,-1.111,0,0.295,0.00955,0.00053,0.208,0.0886,0.6166485873477638,4,hardstyle,49
Delete,Formula VIP,0.21,173806,0,0.699,0.986,8,-2.316,1,0.22,0.389,0.00208,0.0821,0.167,0.636872770902158,4,hardstyle,49
Ransom;Noise Cartel,Million Lights - Radio Mix,0.21,163129,0,0.621,0.966,5,-1.512,0,0.0763,0.00392,0.000186,0.515,0.113,0.6162911099058231,4,hardstyle,49
Brennan Heart,Show Your True Colors - I AM HARDSTYLE 2019 Anthem,0.21,323200,1,0.543,0.938,7,-6.244,1,0.288,0.0403,0.0059,0.162,0.0963,0.6164349226698222,4,hardstyle,49
Luminite,Be Myself,0.22,231093,0,0.514,0.925,9,-5.467,0,0.0616,0.243,0.000191,0.358,0.389,0.6574051246651217,4,hardstyle,49
Yung Petsi;KA$PER HITS;Joost,Meine Bolide 2003,0.21,167142,0,0.804,0.671,9,-8.029,1,0.0404,0.0886,0.0,0.371,0.69,0.575136005785382,4,hardstyle,49
Brennan Heart,We Come & We Go (EOS Mix) - Edit,0.2,248219,0,0.554,0.827,11,-5.222,0,0.0441,0.462,0.228,0.0965,0.157,0.6167677464950775,4,hardstyle,49
Tatanka,Roba Dell'Altro Mondo,0.21,160000,0,0.697,0.872,6,-7.305,0,0.159,0.00658,0.872,0.113,0.129,0.6165992801143927,4,hardstyle,49
Showtek;Zushi,Faces,0.21,280000,0,0.39,0.837,4,-5.979,0,0.0496,0.00644,0.0213,0.499,0.045,0.6002621501240898,4,hardstyle,49
Wasted Penguinz;Fracus & Darwin,Bitterness - Fracus & Darwin Remix,0.2,276724,0,0.598,0.888,8,-2.545,0,0.0638,0.000272,0.194,0.074,0.14,0.7193555544598392,4,hardstyle,49
Wildstylez;Cimo Fränkel,Lights Go Out - Radio Edit,0.21,194763,0,0.484,0.784,11,-4.389,0,0.0368,0.0152,0.0,0.126,0.52,0.6076417993853032,4,hardstyle,49
Bioweapon,Raw - Original Mix,0.2,182309,0,0.516,0.958,6,-4.875,0,0.083,0.0143,0.799,0.43,0.151,0.6302614926943115,4,hardstyle,49
Barry Fest;The Festy Boys,Ik Wou Dat Ik Jou Was,0.21,206141,0,0.534,0.952,7,-5.336,1,0.0579,0.273,0.000123,0.349,0.472,0.6989382509080748,4,hardstyle,49
Delete;E-Force,Locked Up,0.21,193548,0,0.545,0.961,4,-3.376,0,0.193,0.203,0.000239,0.763,0.34,0.6368481172854724,4,hardstyle,49
STUK;Sjaak;Billy Dans,Ontspoord (feat. Sjaak & Billy Dans),0.21,168750,0,0.591,0.912,5,-5.687,0,0.0412,0.013,0.00359,0.158,0.531,0.6574831944512927,4,hardstyle,49
Ivan Carsten,Bumpin' Hard - Tuneboy Rmx,0.21,384429,0,0.597,0.824,6,-4.053,1,0.0741,0.00463,0.894,0.0491,0.144,0.6163568528836513,4,hardstyle,49
Radical Redemption;D-Sturb;Tha Playah,Ride On Our Enemies - Tha Playah Remix,0.2,216343,1,0.46,0.994,11,-1.02,0,0.264,0.128,0.0,0.312,0.199,0.7186529263843006,4,hardstyle,49
Wildstylez;Noisecontrollers,World Of Madness - Defqon.1 Anthem 2012,0.21,300000,0,0.458,0.97,10,-6.061,0,0.0506,0.05,0.755,0.338,0.174,0.616414377989251,4,hardstyle,49
Retrospect,I've Got the Feeling,0.0,248826,0,0.491,0.897,5,-4.643,1,0.118,0.000473,0.00219,0.849,0.338,0.6368974245188435,4,hardstyle,49
Wasted Penguinz,Euphoria,0.33,271200,0,0.448,0.902,7,-2.869,1,0.0453,0.106,0.00964,0.0915,0.212,0.3085482306921092,4,hardstyle,49
Coone,Go Berzerk,0.53,219200,0,0.597,0.991,2,-3.286,1,0.225,0.018,0.518,0.113,0.085,0.6166691320283353,4,hardstyle,49
Ran-D;LePrince,Fight Fire With Fire,0.55,235919,0,0.515,0.851,8,-3.353,0,0.062,0.0608,0.0,0.209,0.274,0.6369754943050144,4,hardstyle,49
Ran-D,Living For The Moment - 2020 Remix,0.53,303586,0,0.323,0.791,1,-4.943,0,0.0527,0.0579,0.0,0.321,0.0546,0.46825025064510295,3,hardstyle,49
Serzo,Good Time,0.2,177076,0,0.519,0.961,5,-5.036,0,0.0473,0.00473,0.00695,0.585,0.365,0.6164020511809082,4,hardstyle,49
Dj Thera,Speak In Silence,0.43,190600,0,0.618,0.912,7,-4.973,1,0.0909,0.00333,0.0243,0.123,0.107,0.6162089311835379,4,hardstyle,49
Trye;Qaos,Never Look Back,0.2,215200,0,0.53,0.885,6,-3.802,0,0.0694,0.000536,1.25e-05,0.544,0.481,0.616319872458623,4,hardstyle,49
Ran-D;Alpha²;Bass Chaserz,The New Shit (Bass Chaserz Remix),0.2,240400,1,0.418,0.994,9,-3.446,1,0.356,0.0912,0.00235,0.0684,0.169,0.6168786877701625,4,hardstyle,49
Zyon,Crashing Down,0.21,150580,0,0.283,0.834,1,-6.22,1,0.0474,2.8e-05,0.00152,0.916,0.274,0.318845224594448,4,hardstyle,49
Synthsoldier,You,0.2,171000,0,0.561,0.877,3,-5.533,0,0.0358,0.0287,0.202,0.0885,0.304,0.616352743947537,4,hardstyle,49
Da Tweekaz,DNA (Hardstyle DNA Anthem 2010) - Original,0.2,405208,0,0.73,0.918,7,-7.266,1,0.113,0.0542,0.193,0.401,0.223,0.6163116545863945,4,hardstyle,49
Cyber,The Supreme - Radio Edit,0.2,195204,0,0.428,0.972,2,-2.41,1,0.291,0.00852,6.43e-06,0.136,0.121,0.6165910622421642,4,hardstyle,49
Frontliner;Jantine,I Follow You feat. Jantine,0.21,170000,0,0.325,0.97,5,-1.961,0,0.124,0.000375,0.0,0.536,0.318,0.6157322945942836,4,hardstyle,49
A-Lusion,Hold Up & Come On,0.2,204760,0,0.467,0.998,7,-2.524,0,0.0558,0.0666,0.391,0.311,0.156,0.6163856154364511,4,hardstyle,49
Ressurectz,Firekeeper,0.2,176914,0,0.389,0.895,1,-4.421,1,0.546,0.0203,0.000108,0.383,0.195,0.6551862991634206,3,hardstyle,49
Neroz,Supersonic Superstar,0.22,141497,0,0.626,0.942,0,-4.777,0,0.305,0.0228,0.0,0.412,0.7,0.6369672764327861,4,hardstyle,49
Energyzed,Timeless Worlds - Radio Edit,0.2,192812,0,0.364,0.92,5,-6.584,0,0.0687,0.00768,0.0738,0.378,0.163,0.6159089788471969,4,hardstyle,49
Dark-E,Cold Fever,0.21,340699,0,0.582,0.824,6,-8.507,0,0.0431,0.000752,0.85,0.0415,0.379,0.5874874677448515,4,hardstyle,49
Spectre,Got My Ice On,0.21,184495,0,0.394,0.961,6,-2.763,0,0.158,0.00805,2.36e-05,0.304,0.279,0.6567271502062686,4,hardstyle,49
Brennan Heart,Thunder - Extended Mix,0.2,268507,0,0.552,0.937,0,-3.27,1,0.197,0.0652,0.00888,0.0579,0.292,0.6287617310126061,4,hardstyle,49
Ran-D;Digital Punk,Rebel To The Grave - Radio Edit,0.2,317087,0,0.533,0.996,6,-2.967,1,0.209,0.0364,0.0284,0.353,0.0554,0.608221159377414,4,hardstyle,49
Sylence,Beloved,0.2,310400,0,0.47,0.761,0,-5.017,0,0.0529,0.0175,0.0,0.575,0.191,0.6165417550087932,4,hardstyle,49
Noisecontrollers;Atmozfears;B-Front,Das Boot,0.53,233600,0,0.352,0.844,11,-5.711,0,0.0701,0.297,0.422,0.0951,0.0445,0.3075579770885722,4,hardstyle,49
Zany;Otto Wunderbar;Dansado & De Feestmeester,Nothing But The Feest - Radio Edit,0.2,160547,0,0.76,0.893,9,-3.176,0,0.164,0.224,1.14e-06,0.149,0.631,0.6161883865029666,4,hardstyle,49
DJ Maurice;De Alpenzusjes,Volg De Leraar (m.m.v. Eric Dikeb),0.21,216000,0,0.678,0.846,6,-4.132,1,0.157,0.0872,0.0,0.356,0.801,0.5545420179807045,4,hardstyle,49
D-Mind;Anklebreaker,Can't Get Enough - Radio Edit,0.2,154309,0,0.507,0.836,4,-4.929,1,0.0359,0.0638,0.0034,0.29,0.209,0.6072802130072481,4,hardstyle,49
Noisecontrollers;Taylr Renee,People Of The Sun,0.2,206000,0,0.485,0.928,9,-4.207,0,0.0357,0.00516,0.00852,0.173,0.386,0.6166773499005637,4,hardstyle,49
Unresolved,Like A Shotgun,0.22,144003,0,0.695,0.964,1,-4.039,1,0.37,0.0183,0.0,0.129,0.209,0.6575119570040925,4,hardstyle,49
Radical Redemption,The Tree Of Knowledge,0.21,206604,0,0.405,0.857,11,-3.283,1,0.0915,0.0342,1.37e-05,0.0844,0.167,0.31453084167447365,4,hardstyle,49
Noisecontrollers;Bass Modulators,The Feeling Of,0.21,131200,0,0.331,0.963,9,-4.772,1,0.233,0.00124,0.0,0.4,0.454,0.6136285193037818,4,hardstyle,49
Marco Kraats;Matsoe Matsoe,Confetti In M'n Bier,0.21,179545,0,0.681,0.952,3,-1.783,0,0.0675,0.0018,0.00167,0.21,0.317,0.5261122890061305,4,hardstyle,49
Noisecontrollers;Union,Promises - Union Remix,0.2,208016,0,0.547,0.876,11,-6.675,0,0.0978,0.00168,0.151,0.315,0.234,0.6161349703334812,4,hardstyle,49
Brennan Heart,Way Of Life - Extended Mix,0.2,236800,0,0.623,0.832,1,-3.348,0,0.0566,0.0108,0.0,0.0487,0.439,0.6161062077806815,4,hardstyle,49
Unresolved;Jason Payne,Nuclear - Rebelion Remix,0.22,309701,1,0.553,0.929,1,-4.83,1,0.164,0.078,0.0,0.246,0.186,0.6359688049570205,4,hardstyle,49
Frontliner;Marc Acardipane,Outside World 2009 - Outside Spacer Rmx,0.2,370371,0,0.613,0.771,11,-8.381,0,0.0639,0.00637,0.938,0.282,0.324,0.6162993277780517,4,hardstyle,49
Jebroer;Jayh;Stepherd;Skinto;Ruthless,Banaan - Ruthless Remix Edit,0.21,153948,0,0.748,0.876,9,-3.982,0,0.246,0.0783,0.16,0.045,0.155,0.6366385615436451,4,hardstyle,49
Dimatik,Voyager,0.35,236571,0,0.616,0.901,11,-4.125,0,0.081,0.0119,0.577,0.133,0.248,0.5753578883355521,4,hardstyle,49
Abyss & Judge,Hardstyle Preacher,0.2,325999,0,0.621,0.832,6,-6.75,0,0.0655,0.00362,0.784,0.0537,0.555,0.6163815065003369,4,hardstyle,49
Dimatik,Altaria,0.43,167746,0,0.692,0.943,1,-4.939,1,0.0757,0.0132,0.891,0.122,0.0368,0.5671975412126291,4,hardstyle,49
Cold Confusion,Let It Go,0.21,198193,0,0.545,0.957,6,-2.234,1,0.149,0.00111,0.0,0.143,0.416,0.6369302960077576,4,hardstyle,49
Nightcraft,Rage,0.2,158000,1,0.512,0.941,9,-3.216,1,0.128,0.0192,0.000418,0.0666,0.154,0.6369754943050144,4,hardstyle,49
Sins Of Insanity,DROP IT,0.21,168375,0,0.546,0.931,1,-3.343,1,0.0851,0.0165,1.18e-05,0.36,0.449,0.6572613119011226,4,hardstyle,49
Tuneboy,Housensation - Dj Isaac Remix,0.2,391706,0,0.694,0.93,8,-5.322,1,0.105,0.0019,0.767,0.0145,0.162,0.5997238794931216,4,hardstyle,49
Retrospect,You Make Me Dance,0.2,262451,0,0.561,0.945,10,-6.953,1,0.119,0.00204,0.226,0.377,0.53,0.6370289104744999,4,hardstyle,49
Cryex;MC Livid;Lauwri,Define Me,0.21,207512,0,0.596,0.865,8,-7.039,1,0.135,0.00285,0.0,0.0725,0.357,0.6363509360156469,4,hardstyle,49
Demi Kanon,Supersonic - Radio Edit,0.2,177604,0,0.498,0.949,0,-3.224,0,0.0571,0.0592,4.83e-05,0.27,0.305,0.6167020035172492,4,hardstyle,49
Scope DJ,Rock Hypnotic Again - 2011 Refixx,0.2,302834,0,0.681,0.976,10,-5.204,0,0.0904,0.0088,0.798,0.902,0.33,0.6162623473530233,4,hardstyle,49
Cryex;Killer MC,Jungle Riot,0.21,219008,0,0.543,0.968,1,-6.602,1,0.216,0.0104,0.000816,0.455,0.402,0.6573599263678648,4,hardstyle,49
Waverider,Be As One - CD Version,0.21,249594,0,0.371,0.854,5,-5.4,1,0.0399,0.0668,0.000463,0.204,0.0378,0.30817431750571145,4,hardstyle,49
Ransom,Sing-A-Long,0.21,189473,0,0.62,0.928,9,-3.074,0,0.094,0.192,9.22e-05,0.321,0.304,0.6247390825567444,4,hardstyle,49
D-Block & S-te-Fan,Harder Generation,0.5,219200,0,0.273,0.949,4,-3.437,0,0.136,0.000493,0.000932,0.676,0.0911,0.6156706605525697,4,hardstyle,49
Sub Zero Project;Dimatik,Fight As One,0.5,263926,0,0.406,0.884,10,-5.939,0,0.112,5.34e-05,0.0224,0.1,0.0403,0.6291767335601466,4,hardstyle,49
Devin Wild,Sins (Of My Life),0.5,212225,0,0.429,0.875,1,-3.163,1,0.48,0.0181,3.48e-06,0.083,0.277,0.6368645530299295,4,hardstyle,49
Activator,Like A Slut - Album Edit,0.2,286344,1,0.774,0.987,5,-4.723,0,0.347,0.00264,0.366,0.0266,0.184,0.5957916276317735,4,hardstyle,49
JGSW,Beyond The Sky,0.19,209604,0,0.501,0.95,9,-5.637,1,0.0485,0.0164,0.0156,0.297,0.362,0.6162459116085663,4,hardstyle,49
Mandy,Lift Me Up,0.47,170374,0,0.528,0.952,0,-2.188,0,0.273,0.0068,0.0407,0.36,0.431,0.6243980408592608,4,hardstyle,49
Rewildz;MERYLL;Dirty Workz,Infinity,0.19,208400,0,0.517,0.866,11,-3.194,0,0.0602,0.0319,0.0,0.165,0.236,0.6162828920335945,3,hardstyle,49
Phrantic,Time,0.19,195107,0,0.465,0.902,0,-5.689,0,0.0667,0.00108,0.409,0.339,0.069,0.30893447068684976,4,hardstyle,49
Serzo;Firelite,Give It To Me,0.2,157400,0,0.59,0.833,7,-3.725,0,0.0599,0.0502,0.000511,0.128,0.158,0.6162089311835379,4,hardstyle,49
Code Black;Toneshifterz,OI F#KN OI,0.2,190400,0,0.562,0.969,0,-0.895,1,0.482,0.0549,3.37e-05,0.14,0.345,0.30819897112239697,4,hardstyle,49
Bass Modulators,Oxygen - Orchestral Mix,0.2,190135,0,0.274,0.836,10,-3.011,0,0.0419,0.0141,1.72e-05,0.0648,0.214,0.5990541229064971,4,hardstyle,49
DSTORTD,Conflicted Thoughts,0.2,193500,0,0.411,0.944,0,-2.271,1,0.201,0.00102,0.0,0.504,0.223,0.6576763144486629,4,hardstyle,49
Refract,Disconnected,0.2,206611,0,0.577,0.964,7,-2.422,1,0.107,0.0252,1.59e-05,0.142,0.396,0.6371768321746133,4,hardstyle,49
Zatox;Brennan Heart,Back In The Days - Edit,0.2,270400,0,0.347,0.991,5,-2.427,0,0.16,0.0072,0.000157,0.378,0.0674,0.30816609963348285,4,hardstyle,49
Brennan Heart;Jake Reese;Jerome,Lose It All - Jerome Remix,0.2,206830,0,0.633,0.981,8,-4.277,1,0.416,0.00128,0.000359,0.376,0.136,0.5834607103528754,4,hardstyle,49
Imperatorz,Thrown Out,0.2,165666,1,0.435,0.981,1,-2.167,0,0.355,0.00831,1.96e-05,0.0672,0.533,0.7396906792893184,4,hardstyle,49
Frequencerz,Brave The Storm,0.2,276800,0,0.465,0.955,9,-2.187,0,0.17,0.119,2.37e-06,0.213,0.114,0.6162664562891376,4,hardstyle,49
Øien,Notorious 2022,0.2,170196,1,0.462,0.89,6,-8.512,0,0.0809,0.00145,0.00927,0.792,0.107,0.6984164160215637,4,hardstyle,49
Ncrypta,Blood Of Humanity,0.21,156850,0,0.553,0.939,11,-2.38,0,0.159,0.0288,0.0439,0.814,0.695,0.6572900744539224,4,hardstyle,49
Showtek,Partylover - Sydney Mix,0.2,369214,0,0.711,0.653,11,-6.4,1,0.0836,0.167,0.00267,0.0643,0.398,0.6000649211906053,4,hardstyle,49
Deepack;DV8 Rocks!,Spaced Out - Radio Version,0.2,201500,0,0.548,0.81,4,-5.072,0,0.028,0.242,6.21e-05,0.113,0.39,0.6164801209670792,4,hardstyle,49
Adaro;Outbreak;Level One,Party Medicine - Level One Remix,0.2,196645,0,0.545,0.939,7,-1.783,0,0.119,0.158,2.34e-05,0.874,0.546,0.6373329717469552,4,hardstyle,49
Radical Redemption;D-Sturb,Danger Zone,0.2,269419,1,0.471,0.959,0,-2.521,1,0.0911,0.0444,0.0,0.151,0.219,0.6373822789803264,4,hardstyle,49
Showtek;Noisecontrollers,We Live for the Music - Noisecontrollers Remix,0.21,320000,0,0.575,0.88,11,-6.1,0,0.0687,0.00139,0.283,0.047,0.188,0.6164472494781651,4,hardstyle,49
Brennan Heart;Crypsis,Outta My Break Down Low,0.2,235200,0,0.608,0.833,5,-4.987,1,0.0434,0.0319,0.00475,0.393,0.118,0.6163445260753085,4,hardstyle,49
Headhunterz,Rock Civilization - Technoboy's Undersound Mix,0.2,415270,0,0.417,0.876,9,-4.984,1,0.153,0.00134,0.415,0.0711,0.361,0.616508883519879,4,hardstyle,49
Showtek,Analogue Players in a Digital World,0.21,445997,0,0.568,0.981,0,-4.619,0,0.0604,0.0139,0.129,0.0474,0.565,0.6040053909241818,4,hardstyle,49
Artifact,Buried Alive,0.2,203572,0,0.455,0.984,7,-2.397,1,0.113,0.000824,0.0,0.694,0.285,0.6361783606988478,4,hardstyle,49
Mark With a K;MC Alee;Ruthless,Krijg Ons Niet Stil - Radio Edit,0.21,203200,0,0.519,0.744,8,-6.687,1,0.0457,0.0991,2.72e-06,0.124,0.101,0.6162212579918808,4,hardstyle,49
Max Enforcer,Gold - Bioweapon Remix,0.2,329049,0,0.563,0.919,1,-6.058,1,0.257,0.00188,0.768,0.1,0.43,0.3082277336751968,4,hardstyle,49
Alpha²,The Darkside (Qlimax Anthem 2006),0.2,452013,0,0.743,0.944,6,-8.815,1,0.302,0.154,0.288,0.295,0.0361,0.5875449928504511,4,hardstyle,49
Zany;Brennan Heart,Bang The Bass - CD Version,0.2,183233,0,0.545,0.892,7,-5.597,1,0.0841,0.0138,0.00722,0.209,0.138,0.6166568052199924,4,hardstyle,49
D-Sturb;Nolz,Wild Child - Official Free Festival 2017 Anthem Radio Edit,0.2,193548,0,0.476,0.974,2,-4.279,0,0.449,0.011,0.0,0.331,0.0731,0.6368440083493582,4,hardstyle,49
Ran-D;Adaro,Under Attack - Original Mix,0.2,357725,0,0.625,0.981,0,-4.675,1,0.159,0.145,0.000633,0.0866,0.136,0.6162705652252518,4,hardstyle,49
Noisecontrollers,The Source Code Of Creation (Qlimax Anthem 2014),0.2,364081,0,0.446,0.951,5,-3.797,1,0.198,0.00518,4.02e-06,0.17,0.191,0.603487664973785,4,hardstyle,49
Jebroer,Naar De Hel,0.21,185200,1,0.699,0.707,7,-5.592,1,0.0452,0.00792,2.72e-05,0.0699,0.187,0.6164883388393076,4,hardstyle,49
Zatox;Tatanka,Loops & Things 2010 - Original Mix,0.2,357200,0,0.567,0.904,7,-7.718,1,0.0639,0.00146,0.509,0.254,0.0399,0.6164595762865078,4,hardstyle,49
Frequencerz;Bass Chaserz,Renegades - Edit,0.19,180049,0,0.504,0.988,6,-1.422,1,0.14,0.0997,0.000426,0.117,0.466,0.6252157191459987,4,hardstyle,49
Zany;Ransom;MC Dash,Tijd om te Zagen [SSZD Kingsday 2017 Zany & Friends OST],0.2,195789,0,0.624,0.951,1,-4.015,1,0.198,0.0616,0.0,0.0791,0.191,0.6250431438291997,4,hardstyle,49
The R3bels,Motherland,0.2,217893,0,0.567,0.908,8,-8.644,0,0.0731,0.0466,0.256,0.511,0.112,0.6245706161760596,4,hardstyle,49
Gostosa,Sutra,0.2,317666,0,0.618,0.761,6,-4.882,1,0.0872,0.0961,0.374,0.0812,0.167,0.6165499728810215,4,hardstyle,49
Noisecontrollers,Faster 'N Further - Bass Modulators KrisKros Edit,0.2,243040,0,0.516,0.994,9,-2.991,0,0.102,0.00357,0.0163,0.436,0.341,0.6162911099058231,4,hardstyle,49
Noisecontrollers,The Last Formation (Hard Bass 2019 Anthem) - Edit,0.2,285456,1,0.273,0.962,1,-5.502,1,0.487,0.00574,0.189,0.181,0.0786,0.6164020511809082,4,hardstyle,49
Immer Hansi,Boys Just Want to Have Beer,0.21,164000,0,0.723,0.891,7,-4.953,0,0.108,0.132,0.0,0.0832,0.743,0.5751236789770392,4,hardstyle,49
Delete,Execution,0.2,144129,1,0.706,0.995,11,-2.563,0,0.323,0.29,0.0107,0.09,0.119,0.637234357280213,4,hardstyle,49
Mark With a K,See Me Now (Candlelight To Original edit),0.21,230000,0,0.386,0.81,0,-7.279,0,0.0445,0.00457,1.4e-05,0.0589,0.117,0.6160158111861677,4,hardstyle,49
Szeukers,Limburgse K*Tmeziek!,0.21,240562,1,0.749,0.855,7,-2.574,1,0.313,0.108,0.000462,0.106,0.305,0.6780278750225991,4,hardstyle,49
Headhunterz,Scrap Attack (Defqon.1 Anthem 2009) - Endymion Remix,0.2,359263,0,0.488,0.953,6,-4.987,0,0.263,0.134,0.098,0.108,0.164,0.6699250530052758,4,hardstyle,49
D-Sturb;E-Force,Unite,0.44,201185,0,0.432,0.98,1,-3.199,0,0.359,0.00122,0.0016,0.855,0.246,0.6365029666518746,4,hardstyle,49
